scenario,set_name,vaccine,gavi_support,activity_type,country_code,country,year,age_first,age_last,age_range_verbatim,target,coverage,gender,proportion_risk
cholera-ocv1-ocv2-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,IRQ,Iraq,2037,1,100,default age groups,59107344.5,0.0556384865344593249059,both,1
cholera-ocv1-ocv2-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,IRQ,Iraq,2040,1,100,default age groups,62401110,0.0556384865344593249059,both,1
cholera-ocv1-ocv2-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,KEN,Kenya,2023,1,100,default age groups,53640111,0.0000491352450780722734,both,1
cholera-ocv1-ocv2-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,KEN,Kenya,2025,1,100,default age groups,55829725,0.0770136648824114727896,both,1
cholera-ocv1-ocv2-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,KEN,Kenya,2028,1,100,default age groups,59210291.5,0.0770136648824114589118,both,1
cholera-ocv1-ocv2-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,KEN,Kenya,2031,1,100,default age groups,62685150,0.0770136648824114727896,both,1
cholera-ocv1-ocv2-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,KEN,Kenya,2034,1,100,default age groups,66210349.5,0.0770136648824114727896,both,1
cholera-ocv1-ocv2-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,KEN,Kenya,2037,1,100,default age groups,69712503,0.0770136648824114727896,both,1
cholera-ocv1-ocv2-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,KEN,Kenya,2040,1,100,default age groups,73129686.5,0.0770136648824114727896,both,1
cholera-ocv1-ocv2-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,LBR,Liberia,2025,1,100,default age groups,5494088.5,0.0361444133055280614197,both,1
cholera-ocv1-ocv2-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,LBR,Liberia,2028,1,100,default age groups,5858366.5,0.0361444133055280614197,both,1
cholera-ocv1-ocv2-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,LBR,Liberia,2031,1,100,default age groups,6235776,0.0361444133055280614197,both,1
cholera-ocv1-ocv2-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,LBR,Liberia,2034,1,100,default age groups,6621846,0.0361444133055280614197,both,1
