scenario,set_name,vaccine,gavi_support,activity_type,country_code,country,year,age_first,age_last,age_range_verbatim,target,coverage,gender,proportion_risk
mena-campaign-routine-default,"MenA:MenA,campaign,with:default",MenA,total,campaign,NGA,Nigeria,2020,1,6,1-5.91666666666667,39394302.5,0.0942388305009334709128,both,0.6999999999999999556
mena-campaign-routine-default,"MenA:MenA,campaign,with:default",MenA,total,campaign,NGA,Nigeria,2021,7,10,combine two campaigns 7-8 and 9-10,23631388,0.0908048325388250560097,both,0.6999999999999999556
mena-campaign-routine-default,"MenA:MenA,campaign,with:default",MenA,total,campaign,NGA,Nigeria,2022,8,11,8-11,23503401.5,0.1084828694263679366161,both,0.6999999999999999556
mena-campaign-routine-default,"MenA:MenA,campaign,with:default",MenA,total,campaign,SDN,Sudan,2012,1,29,1-29,23814438,0.688489730473589189863,both,1
mena-campaign-routine-default,"MenA:MenA,campaign,with:default",MenA,total,campaign,SDN,Sudan,2013,1,29,1-29,24280109,0.303380557311336618298,both,1
mena-campaign-routine-default,"MenA:MenA,campaign,with:default",MenA,total,campaign,SDN,Sudan,2016,2,3,2-3,2466212,0.9999999999990000221217,both,1
mena-campaign-routine-default,"MenA:MenA,campaign,with:default",MenA,total,campaign,SEN,Senegal,2012,1,29,1-29,8950842.5,0.2000000000000000111022,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,campaign,with:default",MenA,total,campaign,SSD,South Sudan,2016,1,29,1-29,7254599.5,0.5,both,0.5
mena-campaign-routine-default,"MenA:MenA,campaign,with:default",MenA,total,campaign,SSD,South Sudan,2018,1,29,1-29,6968019,0.2658930752054493584779,both,0.5
mena-campaign-routine-default,"MenA:MenA,campaign,with:default",MenA,total,campaign,SSD,South Sudan,2023,1,5,<NA>,1427990.5,0.4500000000000000111022,both,0.5
mena-campaign-routine-default,"MenA:MenA,campaign,with:default",MenA,total,campaign,TCD,Chad,2011,1,29,1-29,8615338,0.2079501036407393477212,both,1
mena-campaign-routine-default,"MenA:MenA,campaign,with:default",MenA,total,campaign,TCD,Chad,2012,1,29,1-29,8937912.5,0.7714617926725060303994,both,1
mena-campaign-routine-default,"MenA:MenA,campaign,with:default",MenA,total,campaign,TCD,Chad,2018,1,7,1-7,3892566,0.7235608182366080054493,both,1
mena-campaign-routine-default,"MenA:MenA,campaign,with:default",MenA,total,campaign,TCD,Chad,2021,1,7,1-7,4200672,0.1713300371940489619238,both,1
mena-campaign-routine-default,"MenA:MenA,campaign,with:default",MenA,total,campaign,TGO,Togo,2014,1,29,1-29,4764568,0.2000000000000000111022,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,campaign,with:default",MenA,total,campaign,TGO,Togo,2021,1,8,1-8,1939443.5,0.2000000000000000111022,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,campaign,with:default",MenA,total,campaign,TZA,"Tanzania, United Republic of",2026,1,29,<NA>,49204001,0.0899999999999999966693,both,0.1000000000000000056
mena-campaign-routine-default,"MenA:MenA,campaign,with:default",MenA,total,campaign,UGA,Uganda,2017,1,29,1-29,29489603.5,0.1000000000000000055511,both,0.1000000000000000056
mena-campaign-routine-default,"MenA:MenA,campaign,with:default",MenA,total,campaign,UGA,Uganda,2025,1,8,<NA>,12573422.5,0.0899999999999999966693,both,0.1000000000000000056
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,BDI,Burundi,2026,0,0,<NA>,<NA>,0.0487928419312853509093,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,BEN,Benin,2023,0,0,<NA>,<NA>,0.0413711822670602274998,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,BEN,Benin,2024,0,0,<NA>,<NA>,0.0902831901991552054909,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,BEN,Benin,2025,0,0,<NA>,<NA>,0.1241135468011808073996,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,BEN,Benin,2026,0,0,<NA>,<NA>,0.1326062881372146173842,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,BFA,Burkina Faso,2017,0,0,default routine age,<NA>,0.6787999999999999589662,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,BFA,Burkina Faso,2018,0,0,default routine age,<NA>,0.8706000000000000405009,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,BFA,Burkina Faso,2019,0,0,default routine age,<NA>,0.7900000000000000355271,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,BFA,Burkina Faso,2020,0,0,default routine age,<NA>,0.8558000000000000051514,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,BFA,Burkina Faso,2021,0,0,default routine age,<NA>,0.9011000000000000120792,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,BFA,Burkina Faso,2022,0,0,default routine age,<NA>,0.8737000000000000321521,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,BFA,Burkina Faso,2023,0,0,<NA>,<NA>,0.8737000000000000321521,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,BFA,Burkina Faso,2024,0,0,<NA>,<NA>,0.8737000000000000321521,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,BFA,Burkina Faso,2025,0,0,<NA>,<NA>,0.8737000000000000321521,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,BFA,Burkina Faso,2026,0,0,<NA>,<NA>,0.8737000000000000321521,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,CAF,Central African Republic,2017,0,0,default routine age,<NA>,0.0999999999999000022122,both,0.1000000000000000056
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,CAF,Central African Republic,2018,0,0,default routine age,<NA>,0.0999999999999000022122,both,0.1000000000000000056
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,CAF,Central African Republic,2019,0,0,default routine age,<NA>,0.0999999999999000022122,both,0.1000000000000000056
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,CAF,Central African Republic,2020,0,0,default routine age,<NA>,0.0999999999999000022122,both,0.1000000000000000056
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,CAF,Central African Republic,2021,0,0,default routine age,<NA>,0.0999999999999000022122,both,0.1000000000000000056
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,CAF,Central African Republic,2022,0,0,default routine age,<NA>,0.0999999999999000022122,both,0.1000000000000000056
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,CAF,Central African Republic,2023,0,0,<NA>,<NA>,0.0999999999977974340926,both,0.1000000000000000056
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,CAF,Central African Republic,2024,0,0,<NA>,<NA>,0.0999999999514856602323,both,0.1000000000000000056
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,CAF,Central African Republic,2025,0,0,<NA>,<NA>,0.0999999989314123427508,both,0.1000000000000000056
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,CAF,Central African Republic,2026,0,0,<NA>,<NA>,0.0999999764630557508305,both,0.1000000000000000056
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,CIV,Cote d'Ivoire,2018,0,0,default routine age,<NA>,0.1999999999998000044243,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,CIV,Cote d'Ivoire,2019,0,0,default routine age,<NA>,0.1999999999998000044243,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,CIV,Cote d'Ivoire,2020,0,0,default routine age,<NA>,0.1999999999998000044243,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,CIV,Cote d'Ivoire,2021,0,0,default routine age,<NA>,0.1999999999998000044243,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,CIV,Cote d'Ivoire,2022,0,0,default routine age,<NA>,0.1999999999998000044243,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,CIV,Cote d'Ivoire,2023,0,0,<NA>,<NA>,0.1999999999950233808832,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,CIV,Cote d'Ivoire,2024,0,0,<NA>,<NA>,0.1999999998761625152888,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,CIV,Cote d'Ivoire,2025,0,0,<NA>,<NA>,0.1999999969184587111926,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,CIV,Cote d'Ivoire,2026,0,0,<NA>,<NA>,0.1999999233196901315956,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,CMR,Cameroon,2023,0,0,<NA>,<NA>,0.0362666666666666345775,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,CMR,Cameroon,2024,0,0,<NA>,<NA>,0.0778014730039678359397,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,CMR,Cameroon,2025,0,0,<NA>,<NA>,0.108800000000000007816,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,CMR,Cameroon,2026,0,0,<NA>,<NA>,0.1141345962664938318287,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,COD,"Congo, the Democratic Republic of the",2023,0,0,<NA>,<NA>,0.0350062449167730313504,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,COD,"Congo, the Democratic Republic of the",2024,0,0,<NA>,<NA>,0.0748148746212200788097,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,COD,"Congo, the Democratic Republic of the",2025,0,0,<NA>,<NA>,0.1050187347503191981346,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,COD,"Congo, the Democratic Republic of the",2026,0,0,<NA>,<NA>,0.1112965217958358926653,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,ERI,Eritrea,2019,0,0,default routine age,<NA>,0.0999999999999000022122,both,0.1000000000000000056
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,ERI,Eritrea,2020,0,0,default routine age,<NA>,0.0999999999999000022122,both,0.1000000000000000056
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,ERI,Eritrea,2021,0,0,default routine age,<NA>,0.0999999999999000022122,both,0.1000000000000000056
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,ERI,Eritrea,2022,0,0,default routine age,<NA>,0.0999999999999000022122,both,0.1000000000000000056
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,ERI,Eritrea,2023,0,0,<NA>,<NA>,0.0999999999976554643233,both,0.1000000000000000056
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,ERI,Eritrea,2024,0,0,<NA>,<NA>,0.0999999999450300602888,both,0.1000000000000000056
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,ERI,Eritrea,2025,0,0,<NA>,<NA>,0.0999999987111784838234,both,0.1000000000000000056
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,ERI,Eritrea,2026,0,0,<NA>,<NA>,0.0999999697823807376373,both,0.1000000000000000056
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,ETH,Ethiopia,2023,0,0,<NA>,<NA>,0.1800217540208577937655,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,ETH,Ethiopia,2024,0,0,<NA>,<NA>,0.3858856135223609484797,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,ETH,Ethiopia,2025,0,0,<NA>,<NA>,0.5400652620625739919191,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,ETH,Ethiopia,2026,0,0,<NA>,<NA>,0.5772797086527621246432,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,GHA,Ghana,2016,0,0,default routine age,<NA>,0.1300000000000000044409,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,GHA,Ghana,2017,0,0,default routine age,<NA>,0.1999999999998000044243,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,GHA,Ghana,2018,0,0,default routine age,<NA>,0.1999999999998000044243,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,GHA,Ghana,2019,0,0,default routine age,<NA>,0.1999999999998000044243,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,GHA,Ghana,2020,0,0,default routine age,<NA>,0.1999999999998000044243,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,GHA,Ghana,2021,0,0,default routine age,<NA>,0.1999999999998000044243,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,GHA,Ghana,2022,0,0,default routine age,<NA>,0.1999999999998000044243,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,GHA,Ghana,2023,0,0,<NA>,<NA>,0.1999999999956597329653,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,GHA,Ghana,2024,0,0,<NA>,<NA>,0.1999999999058078570258,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,GHA,Ghana,2025,0,0,<NA>,<NA>,0.1999999979558534646262,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,GHA,Ghana,2026,0,0,<NA>,<NA>,0.1999999556381919785242,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,GIN,Guinea,2021,0,0,default routine age,<NA>,0.0841000000000000080824,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,GIN,Guinea,2022,0,0,default routine age,<NA>,0.1999999999998000044243,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,GIN,Guinea,2023,0,0,<NA>,<NA>,0.1999999999943125605917,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,GIN,Guinea,2024,0,0,<NA>,<NA>,0.1999999998382607779845,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,GIN,Guinea,2025,0,0,<NA>,<NA>,0.1999999954004759439297,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,GIN,Guinea,2026,0,0,<NA>,<NA>,0.1999998691992005417362,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,GMB,Gambia,2019,0,0,default routine age,<NA>,0.3547000000000000152767,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,GMB,Gambia,2021,0,0,default routine age,<NA>,0.7330999999999999738876,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,GMB,Gambia,2022,0,0,default routine age,<NA>,0.6637999999999999456435,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,GMB,Gambia,2023,0,0,<NA>,<NA>,0.6804637355329394843295,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,GMB,Gambia,2024,0,0,<NA>,<NA>,0.6963015338799428688432,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,GMB,Gambia,2025,0,0,<NA>,<NA>,0.7113543325747198053932,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,GMB,Gambia,2026,0,0,<NA>,<NA>,0.7256610400842490316009,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,GNB,Guinea-Bissau,2024,0,0,<NA>,<NA>,0.0414846606849903556946,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,GNB,Guinea-Bissau,2025,0,0,<NA>,<NA>,0.0905687308469190349713,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,GNB,Guinea-Bissau,2026,0,0,<NA>,<NA>,0.1244539820549712128006,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,KEN,Kenya,2025,0,0,<NA>,<NA>,0.0239999999999999762135,both,0.1000000000000000056
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,KEN,Kenya,2026,0,0,<NA>,<NA>,0.0538697496213168119938,both,0.1000000000000000056
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,MLI,Mali,2017,0,0,default routine age,<NA>,0.7299999999999999822364,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,MLI,Mali,2018,0,0,default routine age,<NA>,0.9499999999999999555911,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,MLI,Mali,2019,0,0,default routine age,<NA>,0.9231000000000000316192,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,MLI,Mali,2020,0,0,default routine age,<NA>,0.7913999999999999923617,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,MLI,Mali,2021,0,0,default routine age,<NA>,0.8909999999999999031886,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,MLI,Mali,2022,0,0,default routine age,<NA>,0.9228000000000000646594,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,MLI,Mali,2023,0,0,<NA>,<NA>,0.9228000000000000646594,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,MLI,Mali,2024,0,0,<NA>,<NA>,0.9228000000000000646594,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,MLI,Mali,2025,0,0,<NA>,<NA>,0.9228000000000000646594,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,MLI,Mali,2026,0,0,<NA>,<NA>,0.9228000000000000646594,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,MRT,Mauritania,2024,0,0,<NA>,<NA>,0.0428307442135253610416,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,MRT,Mauritania,2025,0,0,<NA>,<NA>,0.0939866867849466630647,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,MRT,Mauritania,2026,0,0,<NA>,<NA>,0.1284922326405762149637,both,0.2000000000000000111
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,NER,Niger,2017,0,0,default routine age,<NA>,0.1426000000000000045297,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,NER,Niger,2018,0,0,default routine age,<NA>,0.954999999999999960032,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,NER,Niger,2019,0,0,default routine age,<NA>,0.9399999999999999467093,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,NER,Niger,2020,0,0,default routine age,<NA>,0.9440000000000000612843,both,1
mena-campaign-routine-default,"MenA:MenA,routine,with:default",MenA,total,routine,NER,Niger,2021,0,0,default routine age,<NA>,0.9673999999999999266365,both,1
